Index,Category,Name,Winds(MPH),Deaths, Actual Dollars ,Landfall,Month,Year,DateImpact
1193,1,Unnamed,,,,Texas,June,1851,25-Jun
1191,3,Unnamed,,,,Florida,August,1851,23-Aug
1192,1,Unnamed,,,,Georgia,August,1851,24-Aug
1025,5,Rita,180,119,"$26,455,100,000.00 ",Florida,September,2005,20-Sep
856,5,Camille,175,259,,Alabama,August,1969,18-Aug
1021,5,Katrina,175,1833,"$180,042,400,000.00 ",Florida,August,2005,25-Aug
1020,5,Katrina,175,1833,"$180,042,400,000.00 ",Alabama,August,2005,29-Aug
1008,5,Isabel,165,55,"$8,390,600,000.00 ",Virginia,September,2003,19-Sep
1076,5,Matthew,165,49,"$11,700,000,000.00 ",Georgia,October,2016,8-Oct
1077,5,Matthew,165,49,"$11,700,000,000.00 ",North Carolina,October,2016,8-Oct
14,3,Unnamed,115,,,Alabama,August,1852,26-Aug
1078,5,Matthew,165,49,"$11,700,000,000.00 ",South Carolina,October,2016,8-Oct
20,3,Unnamed,115,,,Mississippi,August,1852,26-Aug
954,5,Hugo,160,86,"$20,429,700,000.00 ",North Carolina,September,1989,22-Sep
1088,5,Michael,160,49,"$27,972,000,000.00 ",Alabama,October,2018,10-Oct
29,3,Unnamed,125,,,Texas,June,1854,26-Jun
26,3,Unnamed,125,,,Florida,September,1854,8-Sep
40,3,Unnamed,125,,,Alabama,August,1856,31-Aug
42,3,Unnamed,125,,,Georgia,August,1856,31-Aug
93,3,Unnamed,125,9,,Florida,August,1861,16-Aug
96,3,Unnamed,125,1,,Florida,August,1861,16-Aug
94,3,Unnamed,125,9,,North Carolina,September,1861,27-Sep
97,3,Unnamed,125,1,,North Carolina,September,1861,27-Sep
95,3,Unnamed,125,9,,North Carolina,November,1861,2-Nov
1284,1,Unnamed,,,,Georgia,October,1853,21-Oct
98,3,Unnamed,125,1,,North Carolina,November,1861,2-Nov
129,3,Unnamed,125,12,,South Carolina,June,1867,22-Jun
130,3,Unnamed,125,12,,Texas,October,1867,2-Oct
127,3,Unnamed,125,12,,Florida,October,1867,6-Oct
138,3,Unnamed,125,921,,Louisiana,September,1869,5-Sep
27,3,Unnamed,125,,,Georgia,September,1854,8-Sep
137,3,Unnamed,125,921,,Conneticut,September,1869,8-Sep
142,3,Unnamed,125,921,,New York,September,1869,8-Sep
143,3,Unnamed,125,921,,Rhode Island,September,1869,8-Sep
141,3,Unnamed,125,921,,Massachusetts,October,1869,4-Oct
1291,3,Unnamed,,,,Mississippi,August,1855,16-Aug
1290,3,Unnamed,,,,Louisiana,September,1855,16-Sep
334,3,Unnamed,125,175,,Alabama,September,1882,10-Sep
337,3,Unnamed,125,,,Alabama,September,1882,10-Sep
336,3,Unnamed,125,175,,Florida,October,1882,11-Oct
339,3,Unnamed,125,,,Florida,October,1882,11-Oct
343,3,Unnamed,125,10,,South Carolina,September,1883,11-Sep
368,3,Unnamed,125,7,,Florida,August,1885,24-Aug
376,3,Unnamed,125,,,Florida,August,1885,24-Aug
369,3,Unnamed,125,7,,Georgia,August,1885,25-Aug
377,3,Unnamed,125,,,Georgia,August,1885,25-Aug
424,3,Unnamed,125,,,Texas,June,1888,17-Jun
423,3,Unnamed,125,,,Mississippi,August,1888,20-Aug
133,3,Unnamed,120,,,South Carolina,June,1867,22-Jun
134,3,Unnamed,120,,,Texas,October,1867,2-Oct
1316,1,Unnamed,,,,North Carolina,September,1857,13-Sep
131,3,Unnamed,120,,,Florida,October,1867,6-Oct
159,3,Unnamed,120,10,,Alabama,July,1870,30-Jul
160,3,Unnamed,120,10,,Florida,October,1870,9-Oct
161,3,Unnamed,120,10,,Florida,October,1870,20-Oct
170,3,Unnamed,120,200,,Florida,September,1871,6-Sep
173,3,Unnamed,120,28,,Florida,September,1871,6-Sep
197,3,Unnamed,120,149,,North Carolina,September,1874,24-Sep
200,3,Unnamed,120,5,,North Carolina,September,1874,24-Sep
203,3,Unnamed,120,,,North Carolina,September,1874,24-Sep
196,3,Unnamed,120,149,,Florida,September,1874,28-Sep
199,3,Unnamed,120,5,,Florida,September,1874,28-Sep
202,3,Unnamed,120,,,Florida,September,1874,28-Sep
198,3,Unnamed,120,149,,South Carolina,September,1874,28-Sep
201,3,Unnamed,120,5,,South Carolina,September,1874,28-Sep
204,3,Unnamed,120,,,South Carolina,September,1874,28-Sep
226,3,Unnamed,120,4000,,Louisiana,September,1877,18-Sep
230,3,Unnamed,120,400,,Louisiana,September,1877,18-Sep
223,3,Unnamed,120,4000,,Florida,September,1877,19-Sep
227,3,Unnamed,120,400,,Florida,September,1877,19-Sep
225,3,Unnamed,120,4000,,Georgia,October,1877,3-Oct
229,3,Unnamed,120,400,,Georgia,October,1877,3-Oct
249,3,Unnamed,120,34,,Georgia,September,1878,11-Sep
257,3,Unnamed,120,34,,Georgia,September,1878,11-Sep
265,3,Unnamed,120,1,,Georgia,September,1878,11-Sep
253,3,Unnamed,120,34,,South Carolina,September,1878,12-Sep
261,3,Unnamed,120,34,,South Carolina,September,1878,12-Sep
269,3,Unnamed,120,1,,South Carolina,September,1878,12-Sep
247,3,Unnamed,120,34,,Deleware,October,1878,23-Oct
255,3,Unnamed,120,34,,Deleware,October,1878,23-Oct
77,3,Unnamed,115,84,,Louisiana,August,1860,11-Aug
263,3,Unnamed,120,1,,Deleware,October,1878,23-Oct
80,3,Unnamed,115,84,,Mississippi,August,1860,12-Aug
250,3,Unnamed,120,34,,Maryland,October,1878,23-Oct
258,3,Unnamed,120,34,,Maryland,October,1878,23-Oct
266,3,Unnamed,120,1,,Maryland,October,1878,23-Oct
251,3,Unnamed,120,34,,New Jersey,October,1878,23-Oct
259,3,Unnamed,120,34,,New Jersey,October,1878,23-Oct
267,3,Unnamed,120,1,,New Jersey,October,1878,23-Oct
254,3,Unnamed,120,34,,Virginia,October,1878,23-Oct
262,3,Unnamed,120,34,,Virginia,October,1878,23-Oct
270,3,Unnamed,120,1,,Virginia,October,1878,23-Oct
277,3,Unnamed,120,26,,Massachusetts,August,1879,19-Aug
283,3,Unnamed,120,,,Massachusetts,August,1879,19-Aug
302,3,Unnamed,120,34,,North Carolina,September,1880,9-Sep
306,3,Unnamed,120,2,,North Carolina,September,1880,9-Sep
310,3,Unnamed,120,,,North Carolina,September,1880,9-Sep
314,3,Unnamed,120,,,North Carolina,September,1880,9-Sep
318,3,Unnamed,120,,,North Carolina,September,1880,9-Sep
301,3,Unnamed,120,34,,Florida,October,1880,8-Oct
305,3,Unnamed,120,2,,Florida,October,1880,8-Oct
309,3,Unnamed,120,,,Florida,October,1880,8-Oct
313,3,Unnamed,120,,,Florida,October,1880,8-Oct
317,3,Unnamed,120,,,Florida,October,1880,8-Oct
326,3,Unnamed,120,55,,South Carolina,August,1881,28-Aug
360,3,Unnamed,120,10,,Florida,August,1885,24-Aug
372,3,Unnamed,120,,,Florida,August,1885,24-Aug
361,3,Unnamed,120,10,,Georgia,August,1885,25-Aug
373,3,Unnamed,120,,,Georgia,August,1885,25-Aug
386,3,Unnamed,120,,,Georgia,June,1886,21-Jun
387,3,Unnamed,120,,,Georgia,June,1886,30-Jun
385,3,Unnamed,120,,,Florida,July,1886,18-Jul
392,3,Unnamed,120,,,Texas,September,1886,23-Sep
407,3,Unnamed,120,216,,Florida,July,1887,27-Jul
409,3,Unnamed,120,216,,North Carolina,August,1887,20-Aug
408,3,Unnamed,120,216,,Louisiana,October,1887,19-Oct
15,3,Unnamed,115,,,Florida,August,1852,26-Aug
16,3,Unnamed,115,,,Florida,September,1852,12-Sep
18,3,Unnamed,115,,,Georgia,October,1852,10-Oct
58,3,Unnamed,115,,,Conneticut,September,1858,16-Sep
59,3,Unnamed,115,,,Massachusetts,September,1858,16-Sep
60,3,Unnamed,115,,,New York,September,1858,16-Sep
61,3,Unnamed,115,,,Rhode Island,September,1858,16-Sep
70,3,Unnamed,115,,,Alabama,September,1859,16-Sep
1195,2,Unnamed,,,,Louisiana,September,1865,13-Sep
1196,1,Unnamed,,,,Texas,September,1865,13-Sep
1194,2,Unnamed,,,,Florida,October,1865,23-Oct
71,3,Unnamed,115,,,Florida,September,1859,16-Sep
72,3,Unnamed,115,,,Florida,October,1859,28-Oct
76,3,Unnamed,115,84,,Alabama,September,1860,16-Sep
90,3,Unnamed,115,46,,Florida,August,1861,16-Aug
99,3,Unnamed,115,,,Florida,August,1861,16-Aug
91,3,Unnamed,115,46,,North Carolina,September,1861,27-Sep
100,3,Unnamed,115,,,North Carolina,September,1861,27-Sep
92,3,Unnamed,115,46,,North Carolina,November,1861,2-Nov
101,3,Unnamed,115,,,North Carolina,November,1861,2-Nov
176,3,Unnamed,115,1,,Florida,September,1871,6-Sep
189,3,Unnamed,115,17,,Florida,September,1873,19-Sep
217,3,Unnamed,115,41,,North Carolina,September,1876,17-Sep
218,3,Unnamed,115,41,,Virginia,September,1876,17-Sep
241,3,Unnamed,115,200,,Georgia,September,1878,11-Sep
245,3,Unnamed,115,200,,South Carolina,September,1878,12-Sep
239,3,Unnamed,115,200,,Deleware,October,1878,23-Oct
242,3,Unnamed,115,200,,Maryland,October,1878,23-Oct
243,3,Unnamed,115,200,,New Jersey,October,1878,23-Oct
246,3,Unnamed,115,200,,Virginia,October,1878,23-Oct
329,3,Unnamed,115,25,,South Carolina,August,1881,28-Aug
364,3,Unnamed,115,8,,Florida,August,1885,24-Aug
140,3,Unnamed,125,921,,Massachusetts,September,1869,8-Sep
365,3,Unnamed,115,8,,Georgia,August,1885,25-Aug
411,3,Unnamed,115,3,,Florida,July,1887,27-Jul
413,3,Unnamed,115,3,,North Carolina,August,1887,20-Aug
412,3,Unnamed,115,3,,Louisiana,October,1887,19-Oct
465,4,Unnamed,,,,South Carolina,September,1894,27-Sep
466,4,Unnamed,,,,Virginia,September,1894,29-Sep
462,4,Unnamed,,,,Georgia,October,1894,9-Oct
459,4,Unnamed,,,,Conneticut,October,1894,10-Oct
463,4,Unnamed,,,,New York,October,1894,10-Oct
464,4,Unnamed,,,,Rhode Island,October,1894,10-Oct
616,4,Unnamed,,,,Mississippi,September,1926,21-Sep
614,4,Unnamed,,,,Florida,October,1926,21-Oct
637,4,Unnamed,,,,Texas,June,1929,28-Jun
648,4,Unnamed,,,,Alabama,September,1932,1-Sep
649,4,Unnamed,,,,Florida,September,1932,1-Sep
714,4,Unnamed,,,,Florida,June,1945,24-Jun
727,4,Unnamed,,,,Louisiana,September,1948,4-Sep
734,4,Unnamed,,,,North Carolina,August,1949,24-Aug
733,4,Unnamed,,,,Georgia,August,1949,27-Aug
764,4,Connie,,,,Virginia,August,1955,12-Aug
792,4,Donna,,,,Conneticut,September,1960,12-Sep
794,4,Donna,,,,Massachusetts,September,1960,12-Sep
797,4,Donna,,,,Rhode Island,September,1960,12-Sep
168,3,Unnamed,120,200,,Florida,August,1871,16-Aug
171,3,Unnamed,120,28,,Florida,August,1871,16-Aug
174,3,Unnamed,115,1,,Florida,August,1871,16-Aug
798,4,Donna,,,,Virginia,September,1960,12-Sep
937,4,Gloria,,11,"$2,242,900,000.00 ",Conneticut,September,1985,27-Sep
938,4,Gloria,,11,"$2,242,900,000.00 ",Maine,September,1985,27-Sep
939,4,Gloria,,11,"$2,242,900,000.00 ",New Hampshire,September,1985,27-Sep
940,4,Gloria,,11,"$2,242,900,000.00 ",New York,September,1985,27-Sep
972,4,Opal,,27,"$8,674,700,000.00 ",Alabama,October,1995,4-Oct
1005,4,Lili,,2,"$1,734,100,000.00 ",Louisiana,October,2002,3-Oct
1016,4,Charley,,35,"$2,399,300,000.00 ",North Carolina,August,2004,14-Aug
1017,4,Charley,,35,"$2,399,300,000.00 ",South Carolina,August,2004,14-Aug
1029,4,Dennis,,15,"$3,617,800,000.00 ",Alabama,July,2005,10-Jul
1091,4,Florence,,53,"$26,880,000,000.00 ",North Carolina,September,2018,14-Sep
1100,4,Laura,,42,"$25,304,500,000.00 ",Texas,August,2020,27-Aug
1095,5,Dorian,185,10,"$1,787,100,000.00 ",North Carolina,September,2019,6-Sep
1027,5,Rita,180,119,"$26,455,100,000.00 ",Texas,September,2005,24-Sep
915,5,David,175,2068,,Florida,September,1979,3-Sep
916,5,David,175,2068,,Georgia,September,1979,4-Sep
917,5,David,175,2068,,South Carolina,September,1979,4-Sep
831,5,Inez,165,756,,Florida,October,1966,8-Oct
1007,5,Isabel,165,55,"$8,390,600,000.00 ",North Carolina,September,2003,18-Sep
1075,5,Matthew,165,49,"$11,700,000,000.00 ",Florida,October,2016,7-Oct
876,5,Edith,160,37,,Louisiana,September,1971,16-Sep
1090,5,Michael,160,49,"$27,972,000,000.00 ",Georgia,October,2018,10-Oct
188,3,Unnamed,115,17,,Florida,October,1873,7-Oct
28,3,Unnamed,125,,,South Carolina,September,1854,8-Sep
30,3,Unnamed,125,,,Texas,September,1854,18-Sep
41,3,Unnamed,125,,,Florida,August,1856,31-Aug
128,3,Unnamed,125,12,,Louisiana,October,1867,4-Oct
144,3,Unnamed,125,921,,Texas,August,1869,17-Aug
139,3,Unnamed,125,921,,Maine,October,1869,4-Oct
342,3,Unnamed,125,10,,North Carolina,September,1883,11-Sep
370,3,Unnamed,125,7,,North Carolina,September,1885,25-Sep
378,3,Unnamed,125,,,North Carolina,September,1885,25-Sep
422,3,Unnamed,125,,,Louisiana,August,1888,19-Aug
421,3,Unnamed,125,,,Florida,October,1888,11-Oct
121,3,Unnamed,120,150,,Texas,July,1866,15-Jul
122,3,Unnamed,120,,,Texas,July,1866,15-Jul
132,3,Unnamed,120,,,Louisiana,October,1867,4-Oct
169,3,Unnamed,120,200,,Florida,August,1871,25-Aug
172,3,Unnamed,120,28,,Florida,August,1871,25-Aug
248,3,Unnamed,120,34,,Florida,September,1878,10-Sep
211,3,Unnamed,120,240,,Texas,September,1875,16-Sep
212,3,Unnamed,120,134,,Texas,September,1875,16-Sep
213,3,Unnamed,120,19,,Texas,September,1875,16-Sep
256,3,Unnamed,120,34,,Florida,September,1878,10-Sep
264,3,Unnamed,120,1,,Florida,September,1878,10-Sep
252,3,Unnamed,120,34,,North Carolina,October,1878,23-Oct
260,3,Unnamed,120,34,,North Carolina,October,1878,23-Oct
268,3,Unnamed,120,1,,North Carolina,October,1878,23-Oct
280,3,Unnamed,120,26,,Virginia,August,1879,18-Aug
286,3,Unnamed,120,,,Virginia,August,1879,18-Aug
275,3,Unnamed,120,26,,Louisiana,August,1879,23-Aug
281,3,Unnamed,120,,,Louisiana,August,1879,23-Aug
279,3,Unnamed,120,26,,Texas,August,1879,23-Aug
285,3,Unnamed,120,,,Texas,August,1879,23-Aug
300,3,Unnamed,120,34,,Florida,August,1880,29-Aug
304,3,Unnamed,120,2,,Florida,August,1880,29-Aug
308,3,Unnamed,120,,,Florida,August,1880,29-Aug
312,3,Unnamed,120,,,Florida,August,1880,29-Aug
224,3,Unnamed,120,4000,,Florida,October,1877,3-Oct
228,3,Unnamed,120,400,,Florida,October,1877,3-Oct
316,3,Unnamed,120,,,Florida,August,1880,29-Aug
324,3,Unnamed,120,55,,Georgia,August,1881,28-Aug
325,3,Unnamed,120,55,,North Carolina,September,1881,9-Sep
362,3,Unnamed,120,10,,North Carolina,September,1885,25-Sep
374,3,Unnamed,120,,,North Carolina,September,1885,25-Sep
388,3,Unnamed,120,,,Louisiana,June,1886,14-Jun
390,3,Unnamed,120,,,Texas,June,1886,14-Jun
383,3,Unnamed,120,,,Florida,June,1886,21-Jun
384,3,Unnamed,120,,,Florida,June,1886,30-Jun
393,3,Unnamed,120,,,Texas,October,1886,12-Oct
410,3,Unnamed,120,216,,Texas,September,1887,21-Sep
19,3,Unnamed,115,,,Louisiana,August,1852,25-Aug
17,3,Unnamed,115,,,Florida,October,1852,9-Oct
75,3,Unnamed,115,84,,Alabama,August,1860,12-Aug
78,3,Unnamed,115,84,,Louisiana,September,1860,15-Sep
81,3,Unnamed,115,84,,Mississippi,September,1860,15-Sep
79,3,Unnamed,115,84,,Louisiana,October,1860,2-Oct
175,3,Unnamed,115,1,,Florida,August,1871,25-Aug
216,3,Unnamed,115,41,,Florida,October,1876,20-Oct
240,3,Unnamed,115,200,,Florida,September,1878,10-Sep
244,3,Unnamed,115,200,,North Carolina,October,1878,23-Oct
327,3,Unnamed,115,25,,Georgia,August,1881,28-Aug
328,3,Unnamed,115,25,,North Carolina,September,1881,9-Sep
366,3,Unnamed,115,8,,North Carolina,September,1885,25-Sep
414,3,Unnamed,115,3,,Texas,September,1887,21-Sep
460,4,Unnamed,,,,Florida,September,1894,25-Sep
537,4,Unnamed,,,,Texas,September,1910,14-Sep
536,4,Unnamed,,,,Florida,October,1910,18-Oct
612,4,Unnamed,,,,Florida,July,1926,27-Jul
768,1,Flossy,90,15,"$24,900,000.00 ",Louisiana,September,1956,24-Sep
716,4,Unnamed,,,,Texas,August,1945,27-Aug
726,4,Unnamed,,,,Florida,October,1948,5-Oct
735,4,Unnamed,,,,Texas,October,1949,4-Oct
763,4,Connie,,,,North Carolina,August,1955,12-Aug
844,1,Gladys,85,11,"$18,700,000.00 ",Florida,October,1968,19-Oct
795,4,Donna,,,,New York,September,1960,12-Sep
796,4,Donna,,,,North Carolina,September,1960,12-Sep
816,4,Cleo,,,,Florida,August,1964,27-Aug
817,4,Dora,,,,Florida,September,1964,10-Sep
819,4,Hilda,,,,Louisiana,October,1964,3-Oct
933,4,Diana,,,,North Carolina,September,1984,13-Sep
985,4,Georges,,16,"$10,353,200,000.00 ",Florida,September,1998,25-Sep
986,4,Georges,,16,"$10,353,200,000.00 ",Mississippi,September,1998,29-Sep
991,4,Floyd,,77,"$10,969,900,000.00 ",North Carolina,September,1999,16-Sep
1014,4,Frances,,48,"$14,601,900,000.00 ",Florida,September,2004,5-Sep
1049,4,Gustav,,53,"$7,736,100,000.00 ",Louisiana,September,2008,1-Sep
278,3,Unnamed,120,26,,North Carolina,August,1879,18-Aug
284,3,Unnamed,120,,,North Carolina,August,1879,18-Aug
1048,4,Ike,,112,"$38,998,400,000.00 ",Texas,September,2008,13-Sep
1103,4,Delta,,5,"$3,125,300,000.00 ",Louisiana,October,2020,9-Oct
921,5,Allen,190,13,"$2,012,000,000.00 ",Texas,August,1980,10-Aug
1024,5,Wilma,185,35,"$26,980,000,000.00 ",Florida,October,2005,24-Oct
1026,5,Rita,180,119,"$26,455,100,000.00 ",Louisiana,September,2005,24-Sep
966,5,Andrew,175,61,"$54,270,000,000.00 ",Louisiana,August,1992,26-Aug
1022,5,Katrina,175,1833,"$180,042,400,000.00 ",Louisiana,August,2005,29-Aug
1023,5,Katrina,175,1833,"$180,042,400,000.00 ",Mississippi,August,2005,29-Aug
276,3,Unnamed,120,26,,Louisiana,September,1879,1-Sep
282,3,Unnamed,120,,,Louisiana,September,1879,1-Sep
1012,5,Ivan,165,57,"$30,545,800,000.00 ",Alabama,September,2004,16-Sep
1013,5,Ivan,165,57,"$30,545,800,000.00 ",Florida,September,2004,16-Sep
838,5,Beulah,160,59,,Texas,September,1967,20-Sep
461,4,Unnamed,,,,Florida,October,1894,9-Oct
303,3,Unnamed,120,34,,Texas,August,1880,13-Aug
307,3,Unnamed,120,2,,Texas,August,1880,13-Aug
311,3,Unnamed,120,,,Texas,August,1880,13-Aug
315,3,Unnamed,120,,,Texas,August,1880,13-Aug
319,3,Unnamed,120,,,Texas,August,1880,13-Aug
611,4,Unnamed,,,,Alabama,August,1926,21-Aug
615,4,Unnamed,,,,Louisiana,August,1926,26-Aug
636,4,Unnamed,,,,Florida,September,1929,28-Sep
715,4,Unnamed,,,,Florida,September,1945,15-Sep
777,4,Helene,,,,North Carolina,September,1958,27-Sep
822,4,Betsy,,,,Florida,September,1965,8-Sep
890,4,Carmen,,,,Louisiana,September,1974,8-Sep
919,4,Frederic,,,,Mississippi,September,1979,13-Sep
941,4,Gloria,,11,"$2,242,900,000.00 ",North Carolina,September,1985,27-Sep
973,4,Opal,,27,"$8,674,700,000.00 ",Florida,October,1995,4-Oct
992,4,Bret,,,,Texas,August,1999,23-Aug
1030,4,Dennis,,15,"$3,617,800,000.00 ",Florida,July,2005,10-Jul
1084,5,Irma,180,97,"$57,500,000,000.00 ",Florida,September,2017,10-Sep
955,5,Hugo,160,86,"$20,429,700,000.00 ",South Carolina,September,1989,22-Sep
43,3,Unnamed,125,,,Louisiana,August,1856,11-Aug
391,3,Unnamed,120,,,Texas,August,1886,20-Aug
674,5,Labor Day,185,408,,,September,1935,
952,5,Gilbert,185,318,,,September,1988,
989,5,Mitch,180,19325,,,October,1998,
645,5,Camagey,175,3103,,,November,1932,
765,5,Janet,175,1023,,,September,1955,
900,5,Anita,175,11,,,September,1977,
1045,5,Dean,175,45,,,August,2007,
1046,5,Felix,175,133,,,September,2007,
1083,5,Maria,175,2981,"$103,500,000,000.00 ",,September,2017,
600,5,Cuba,165,90,,,October,1924,
803,5,Hattie,165,319,,,October,1961,
34,4,Last Island,,,,,August,1856,
625,5,San Felipe IIOkeechobee,160,4000,,,September,1928,
644,5,Bahamas,160,16,,,September,1932,
657,5,Cuba Brownsville,160,179,,,August,1933,
658,5,Tampico,160,184,,,September,1933,
690,5,New England,160,682,,,September,1938,
752,5,Carol,160,5,,,September,1953,
802,5,Esther,160,7,,,September,1961,
1033,5,Emily,160,17,,,July,2005,
1097,5,Lorenzo,160,19,,,September,2019,
8,3,Coastal,125,26,,,September,1852,
10,3,Middle Gulf Coast,125,,,,September,1852,
31,3,San Narciso,125,811,,,August,1855,
335,3,Unnamed,125,175,,Florida,September,1882,10-Sep
338,3,Unnamed,125,,,Florida,September,1882,10-Sep
104,3,Unnamed,125,,,,October,1862,
107,3,Unnamed,125,106,,,September,1863,
116,3,Unnamed,125,,,,July,1864,
152,3,San Magín,125,703,,,September,1870,
177,3,Cedar Keys,125,202,,,October,1872,
293,3,San Pedro,125,80,,,September,1880,
399,3,Fox,125,11,,,December,1887,
445,3,Edna,125,27,,,October,1891,
455,3,Audrey,125,431,,,June,1893,
488,3,Alma,125,93,,,July,1901,
493,3,Gerda,125,,,,October,1901,
508,3,Ella,125,1,,,July,1903,
517,3,Eloise,125,80,,,September,1904,
538,3,Elena,125,9,"$1,300,000,000.00 ",,August,1911,
543,3,Emily,125,3,,,October,1912,
575,3,Erika,125,2,,,September,1920,
583,3,Alberto,125,0,,,September,1921,
595,3,Isidore,125,22,,,September,1923,
596,3,Kate,125,,,,October,1923,
626,3,Bertha,125,3,,,September,1928,
635,3,Karl,125,22,,,October,1929,
667,3,Danny,125,,,,July,1934,
678,3,Humberto,125,2,"$25,000,000.00 ",,August,1936,
692,3,Larry,125,7,"$80,000,000.00 ",,October,1939,
114,3,Unnamed,120,4,,,August,1864,
153,3,San Roque,120,4,,,October,1870,
363,3,Unnamed,120,10,,South Carolina,August,1885,25-Aug
367,3,Unnamed,115,8,,South Carolina,August,1885,25-Aug
371,3,Unnamed,125,7,,South Carolina,August,1885,25-Aug
375,3,Unnamed,120,,,South Carolina,August,1885,25-Aug
379,3,Unnamed,125,,,South Carolina,August,1885,25-Aug
154,3,Sea Islands,120,1000,,,October,1870,
185,3,Unnamed,120,9,,,September,1872,
348,3,Unnamed,120,2,,,September,1884,
394,3,Able,120,,,,November,1887,
