,Category_x,Name,Year,Month_only,Month-Year,Sustainedwind speeds,Deaths, Actual Dollars ,Category_y,DateImpact,Landfall
310,3.0,Unnamed,1880,September,"September,1880",120.0,,,1,September 9,North Carolina
311,3.0,Unnamed,1880,September,"September,1880",120.0,,,3,August 13,Texas
312,3.0,Unnamed,1880,October,"October,1880",120.0,,,2,August 29,Florida
313,3.0,Unnamed,1880,October,"October,1880",120.0,,,1,October 8,Florida
314,3.0,Unnamed,1880,October,"October,1880",120.0,,,1,September 9,North Carolina
315,3.0,Unnamed,1880,October,"October,1880",120.0,,,3,August 13,Texas
316,3.0,Unnamed,1880,August,"August,1880",120.0,,,2,August 29,Florida
317,3.0,Unnamed,1880,August,"August,1880",120.0,,,1,October 8,Florida
318,3.0,Unnamed,1880,August,"August,1880",120.0,,,1,September 9,North Carolina
319,3.0,Unnamed,1880,August,"August,1880",120.0,,,3,August 13,Texas
320,2.0,Fifteen,1881,August,"August,1881",105.0,0.0,,,,
321,1.0,Four,1881,August,"August,1881",80.0,,,,,
322,2.0,Nine,1881,August,"August,1881",100.0,14.0,,,,
323,1.0,Three,1881,August,"August,1881",90.0,0.0,,,,
324,3.0,Unnamed,1881,August,"August,1881",120.0,55.0,,2,August 28,Georgia
325,3.0,Unnamed,1881,August,"August,1881",120.0,55.0,,2,September 9,North Carolina
326,3.0,Unnamed,1881,August,"August,1881",120.0,55.0,,1,August 28,South Carolina
327,3.0,Unnamed,1881,August,"August,1881",115.0,25.0,,2,August 28,Georgia
328,3.0,Unnamed,1881,August,"August,1881",115.0,25.0,,2,September 9,North Carolina
329,3.0,Unnamed,1881,August,"August,1881",115.0,25.0,,1,August 28,South Carolina
330,1.0,Five,1882,September,"September,1882",80.0,0.0,,,,
331,2.0,Nine,1882,September,"September,1882",100.0,0.0,,,,
332,1.0,One,1882,August,"August,1882",80.0,0.0,,,,
333,2.0,Seven,1882,August,"August,1882",110.0,0.0,,,,
334,3.0,Unnamed,1882,August,"August,1882",125.0,175.0,,1,September 10,Alabama
335,3.0,Unnamed,1882,August,"August,1882",125.0,175.0,,3,September 10,Florida
336,3.0,Unnamed,1882,August,"August,1882",125.0,175.0,,1,October 11,Florida
337,3.0,Unnamed,1882,September,"September,1882",125.0,,,1,September 10,Alabama
338,3.0,Unnamed,1882,September,"September,1882",125.0,,,3,September 10,Florida
339,3.0,Unnamed,1882,September,"September,1882",125.0,,,1,October 11,Florida
340,2.0,Four,1883,August,"August,1883",105.0,40.0,,,,
341,1.0,One,1883,August,"August,1883",90.0,0.0,,,,
342,3.0,Unnamed,1883,August,"August,1883",125.0,10.0,,2,September 11,North Carolina
343,3.0,Unnamed,1883,August,"August,1883",125.0,10.0,,1,September 11,South Carolina
344,2.0,Four,1884,September,"September,1884",100.0,0.0,,,,
345,1.0,One,1884,September,"September,1884",80.0,0.0,,,,
346,2.0,Six,1884,September,"September,1884",110.0,0.0,,,,
347,1.0,Three,1884,September,"September,1884",90.0,0.0,,,,
348,3.0,Unnamed,1884,September,"September,1884",120.0,2.0,,,,
349,3.0,Unnamed,1884,September,"September,1884",115.0,,,,,
350,2.0,Five,1885,September,"September,1885",100.0,0.0,,,,
351,2.0,Five,1885,August,"August,1885",100.0,0.0,,,,
352,1.0,Five,1885,September,"September,1885",80.0,0.0,,,,
353,1.0,Four,1885,September,"September,1885",90.0,4.0,,,,
354,1.0,One,1885,August,"August,1885",90.0,0.0,,,,
355,2.0,Seven,1885,September,"September,1885",100.0,0.0,,,,
356,1.0,Seven,1885,September,"September,1885",90.0,0.0,,,,
357,2.0,Six,1885,September,"September,1885",100.0,0.0,,,,
358,1.0,Six,1885,September,"September,1885",80.0,,,,,
359,2.0,Three,1885,September,"September,1885",100.0,0.0,,,,
360,3.0,Unnamed,1885,September,"September,1885",120.0,10.0,,1,August 24,Florida
361,3.0,Unnamed,1885,September,"September,1885",120.0,10.0,,1,August 25,Georgia
362,3.0,Unnamed,1885,September,"September,1885",120.0,10.0,,2,September 25,North Carolina
363,3.0,Unnamed,1885,September,"September,1885",120.0,10.0,,3,August 25,South Carolina
364,3.0,Unnamed,1885,September,"September,1885",115.0,8.0,,1,August 24,Florida
365,3.0,Unnamed,1885,September,"September,1885",115.0,8.0,,1,August 25,Georgia
366,3.0,Unnamed,1885,September,"September,1885",115.0,8.0,,2,September 25,North Carolina
367,3.0,Unnamed,1885,September,"September,1885",115.0,8.0,,3,August 25,South Carolina
368,3.0,Unnamed,1885,September,"September,1885",125.0,7.0,,1,August 24,Florida
369,3.0,Unnamed,1885,September,"September,1885",125.0,7.0,,1,August 25,Georgia
370,3.0,Unnamed,1885,September,"September,1885",125.0,7.0,,2,September 25,North Carolina
371,3.0,Unnamed,1885,September,"September,1885",125.0,7.0,,3,August 25,South Carolina
372,3.0,Unnamed,1885,September,"September,1885",120.0,,,1,August 24,Florida
373,3.0,Unnamed,1885,September,"September,1885",120.0,,,1,August 25,Georgia
374,3.0,Unnamed,1885,September,"September,1885",120.0,,,2,September 25,North Carolina
375,3.0,Unnamed,1885,September,"September,1885",120.0,,,3,August 25,South Carolina
376,3.0,Unnamed,1885,August,"August,1885",125.0,,,1,August 24,Florida
377,3.0,Unnamed,1885,August,"August,1885",125.0,,,1,August 25,Georgia
378,3.0,Unnamed,1885,August,"August,1885",125.0,,,2,September 25,North Carolina
379,3.0,Unnamed,1885,August,"August,1885",125.0,,,3,August 25,South Carolina
380,1.0,Four,1886,July,"July,1886",85.0,,,,,
381,4.0,Indianola,1886,August,"August,1886",,,,,,
382,2.0,Two,1886,July,"July,1886",100.0,,,,,
383,3.0,Unnamed,1886,July,"July,1886",120.0,,,2,June 21,Florida
384,3.0,Unnamed,1886,July,"July,1886",120.0,,,2,June 30,Florida
385,3.0,Unnamed,1886,July,"July,1886",120.0,,,1,July 18,Florida
386,3.0,Unnamed,1886,July,"July,1886",120.0,,,1,June 21,Georgia
387,3.0,Unnamed,1886,July,"July,1886",120.0,,,1,June 30,Georgia
388,3.0,Unnamed,1886,July,"July,1886",120.0,,,2,June 14,Louisiana
389,3.0,Unnamed,1886,July,"July,1886",120.0,,,3,October 12,Louisiana
390,3.0,Unnamed,1886,July,"July,1886",120.0,,,2,June 14,Texas
391,3.0,Unnamed,1886,July,"July,1886",120.0,,,4,August 20,Texas
392,3.0,Unnamed,1886,July,"July,1886",120.0,,,1,September 23,Texas
393,3.0,Unnamed,1886,July,"July,1886",120.0,,,2,October 12,Texas
394,3.0,Able,1887,November,"November,1887",120.0,,,,,
395,2.0,Eight,1887,October,"October,1887",100.0,0.0,,,,
396,1.0,Eighteen,1887,December,"December,1887",80.0,0.0,,,,
397,2.0,Five,1887,September,"September,1887",100.0,0.0,,,,
398,1.0,Fourteen,1887,October,"October,1887",85.0,0.0,,,,
399,3.0,Fox,1887,December,"December,1887",125.0,11.0,,,,
400,3.0,Love,1887,October,"October,1887",120.0,,,,,
401,2.0,Seven,1887,October,"October,1887",100.0,5.0,,,,
402,2.0,Seven,1887,November,"November,1887",,0.0,,,,
403,1.0,Seventeen,1887,November,"November,1887",80.0,0.0,,,,
404,1.0,Ten,1887,September,"September,1887",80.0,0.0,,,,
405,1.0,Thirteen,1887,October,"October,1887",85.0,,,,,
406,2.0,Two,1887,December,"December,1887",110.0,0.0,,,,
407,3.0,Unnamed,1887,September,"September,1887",120.0,216.0,,1,July 27,Florida
408,3.0,Unnamed,1887,September,"September,1887",120.0,216.0,,1,October 19,Louisiana
409,3.0,Unnamed,1887,September,"September,1887",120.0,216.0,,1,August 20,North Carolina
410,3.0,Unnamed,1887,September,"September,1887",120.0,216.0,,2,September 21,Texas
411,3.0,Unnamed,1887,October,"October,1887",115.0,3.0,,1,July 27,Florida
412,3.0,Unnamed,1887,October,"October,1887",115.0,3.0,,1,October 19,Louisiana
413,3.0,Unnamed,1887,October,"October,1887",115.0,3.0,,1,August 20,North Carolina
414,3.0,Unnamed,1887,October,"October,1887",115.0,3.0,,2,September 21,Texas
415,2.0,One,1888,September,"September,1888",100.0,1.0," $100,000.00 ",,,
416,1.0,One,1888,June,"June,1888",80.0,,,,,
417,3.0,Able,1888,September,"September,1888",115.0,11.0,,,,
418,2.0,Five,1888,June,"June,1888",105.0,,,,,
419,1.0,Six,1888,September,"September,1888",80.0,,,,,
420,3.0,Unnamed,1888,June,"June,1888",125.0,,,3,August 16,Florida
421,3.0,Unnamed,1888,June,"June,1888",125.0,,,2,October 11,Florida
422,3.0,Unnamed,1888,June,"June,1888",125.0,,,2,August 19,Louisiana
423,3.0,Unnamed,1888,June,"June,1888",125.0,,,1,August 20,Mississippi
424,3.0,Unnamed,1888,June,"June,1888",125.0,,,1,June 17,Texas
425,2.0,Five,1889,June,"June,1889",100.0,4.0," $500,000.00 ",,,
426,1.0,Five,1889,September,"September,1889",80.0,0.0,,,,
427,3.0,Charlie,1889,September,"September,1889",120.0,4.0,,,,
428,3.0,Easy,1889,May,"May,1889",120.0,2.0,,,,
429,3.0,Fox,1889,August,"August,1889",115.0,,,,,
430,3.0,Jig,1889,June,"June,1889",115.0,,,,,
431,2.0,One,1889,September,"September,1889",100.0,45.0,,,,
432,1.0,One,1889,May,"May,1889",80.0,0.0,,,,
433,2.0,Six,1889,August,"August,1889",100.0,0.0,,,,
434,2.0,Three,1889,May,"May,1889",100.0,0.0,,,,
435,1.0,Three,1889,August,"August,1889",80.0,,,,,
436,1.0,Two,1889,June,"June,1889",75.0,,,,,
437,2.0,Four,1890,October,"October,1890",110.0,383.0," $2,500,000.00 ",,,
438,1.0,Four,1890,October,"October,1890",90.0,,,,,
439,3.0,Edna,1890,October,"October,1890",115.0,,,,,
440,2.0,Two,1891,July,"July,1891",100.0,7.0," $1,000,000.00 ",,,
441,1.0,Two,1891,August,"August,1891",80.0,0.0,,,,
442,2.0,Nine,1891,October,"October,1891",110.0,," $200,000.00 ",,,
443,1.0,Nine,1891,October,"October,1891",85.0,,,,,
444,3.0,Carol,1891,August,"August,1891",115.0,72.0,,,,
445,3.0,Edna,1891,October,"October,1891",125.0,27.0,,,,
446,3.0,Florence,1891,July,"July,1891",115.0,,,,,
447,2.0,Four,1891,August,"August,1891",105.0,0.0,,,,
448,1.0,One,1891,July,"July,1891",90.0,10.0,,,,
449,3.0,Betsy,1892,October,"October,1892",120.0,36.0,,,,
450,1.0,Eight,1892,October,"October,1892",90.0,0.0,,,,
451,3.0,Hilda,1892,August,"August,1892",120.0,304.0,,,,
452,2.0,Seven,1892,October,"October,1892",105.0,0.0,,,,
453,2.0,Three,1892,August,"August,1892",100.0,0.0,,,,
454,1.0,Two,1892,August,"August,1892",75.0,,,,,
455,3.0,Audrey,1893,June,"June,1893",125.0,431.0,,,,
456,4.0,Cheniere Caminada,1893,August,"August,1893",,,,,,
457,1.0,One,1893,June,"June,1893",80.0,,,,,
458,2.0,Three,1893,June,"June,1893",100.0,0.0,,,,
459,4.0,Unnamed,1894,,",1894",,,,1,October 10,Conneticut
460,4.0,Unnamed,1894,,",1894",,,,2,September 25,Florida
461,4.0,Unnamed,1894,,",1894",,,,3,October 9,Florida
462,4.0,Unnamed,1894,,",1894",,,,1,October 9,Georgia
463,4.0,Unnamed,1894,,",1894",,,,1,October 10,New York
464,4.0,Unnamed,1894,,",1894",,,,1,October 10,Rhode Island
465,4.0,Unnamed,1894,,",1894",,,,1,September 27,South Carolina
466,4.0,Unnamed,1894,,",1894",,,,1,September 29,Virginia
467,2.0,Four,1897,October,"October,1897",100.0,57.0," $9,000,000.00 ",,,
468,2.0,Four,1897,September,"September,1897",105.0,0.0,,,,
469,3.0,Ethel,1897,October,"October,1897",115.0,1.0,,,,
470,1.0,Five,1897,October,"October,1897",80.0,188.0,,,,
471,3.0,Hannah,1897,September,"September,1897",120.0,,,,,
472,1.0,Two,1897,September,"September,1897",85.0,29.0,,,,
473,3.0,Arlene,1898,August,"August,1898",115.0,,,,,
474,3.0,Beulah,1898,August,"August,1898",120.0,,,,,
475,4.0,Georgia,1898,,",1898",,,,,,
476,3.0,Isbell,1898,September,"September,1898",115.0,7.0,,,,
477,1.0,One,1898,August,"August,1898",80.0,12.0,,,,
478,2.0,Seven,1898,August,"August,1898",100.0,0.0,,,,
479,2.0,Six,1898,August,"August,1898",110.0,2.0,,,,
480,1.0,Three,1898,September,"September,1898",80.0,0.0,,,,
481,2.0,Two,1898,September,"September,1898",105.0,0.0,,,,
482,1.0,Two,1898,August,"August,1898",85.0,,,,,
483,4.0,San Ciriaco,1899,,",1899",,,,,,
484,4.0,Galveston,1900,August,"August,1900",,,,,,
485,2.0,Twelve,1901,October,"October,1901",105.0,198.0," $10,000,000.00 ",,,
486,2.0,Two,1901,September,"September,1901",100.0,0.0," $1,300,000.00 ",,,
487,1.0,1901 Louisiana hurricane,1901,August,"August,1901",90.0,,,,,
488,3.0,Alma,1901,July,"July,1901",125.0,93.0,,,,
489,3.0,Debbie,1901,August,"August,1901",120.0,,,,,
490,2.0,Eight,1901,August,"August,1901",110.0,0.0,,,,
491,3.0,Faith,1901,August,"August,1901",120.0,5.0,,,,
492,3.0,Francelia,1901,September,"September,1901",115.0,271.0,,,,
493,3.0,Gerda,1901,October,"October,1901",125.0,,,,,
494,1.0,Hurricane San Cirillo of 1901,1901,July,"July,1901",80.0,,,,,
495,1.0,Hurricane San Vicente of 1901,1901,September,"September,1901",80.0,,,,,
496,2.0,Nine,1901,August,"August,1901",105.0,0.0,,,,
497,2.0,One,1901,July,"July,1901",100.0,0.0,,,,
498,1.0,Six,1901,August,"August,1901",80.0,0.0,,,,
499,1.0,Thirteen,1901,October,"October,1901",80.0,0.0,,,,
500,3.0,Inga,1902,June,"June,1902",115.0,,,,,
501,2.0,Three,1902,June,"June,1902",110.0,0.0,,,,
502,1.0,Two,1902,June,"June,1902",80.0,,,,,
503,2.0,Three,1903,September,"September,1903",100.0,17.0," $27,400,000.00 ",,,
504,2.0,Four,1903,November,"November,1903",100.0,10.0," $2,000,000.00 ",,,
505,2.0,Four,1903,July,"July,1903",100.0,0.0,,,,
506,1.0,1903 Florida hurricane,1903,September,"September,1903",90.0,," $500,000.00 ",,,
507,3.0,Becky,1903,November,"November,1903",115.0,,,,,
508,3.0,Ella,1903,July,"July,1903",125.0,1.0,,,,
509,3.0,Ellen,1903,September,"September,1903",115.0,,,,,
510,1.0,One,1903,July,"July,1903",80.0,,,,,
511,1.0,Ten,1903,November,"November,1903",80.0,0.0,,,,
512,2.0,Seven,1904,October,"October,1904",110.0,0.0," $1,000,000.00 ",,,
513,1.0,Two,1904,September,"September,1904",80.0,27.0," $500,000.00 ",,,
514,2.0,Six,1904,June,"June,1904",100.0,42.0," $28,000.00 ",,,
515,3.0,Belle,1904,September,"September,1904",120.0,12.0,,,,
516,3.0,Caroline,1904,June,"June,1904",115.0,2.0,,,,
517,3.0,Eloise,1904,September,"September,1904",125.0,80.0,,,,
518,2.0,Four,1904,September,"September,1904",100.0,0.0,,,,
519,1.0,Four,1904,October,"October,1904",80.0,,,,,
520,3.0,Frances,1904,October,"October,1904",115.0,,,,,
521,1.0,One,1904,June,"June,1904",80.0,,,,,
522,2.0,Three,1904,September,"September,1904",105.0,0.0,,,,
523,1.0,Three,1904,September,"September,1904",80.0,,,,,
524,1.0,Five,1906,September,"September,1906",90.0,7.0," $2,000,000.00 ",,,
525,1.0,Eleven,1906,November,"November,1906",80.0,,,,,
526,3.0,Floyd,1906,November,"November,1906",115.0,,,,,
527,2.0,Fourteen,1906,September,"September,1906",110.0,69.0,,,,
528,3.0,Frances,1906,September,"September,1906",115.0,,,,,
529,2.0,Two,1906,November,"November,1906",105.0,0.0,,,,
530,3.0,Alicia,1908,July,"July,1908",115.0,21.0," $8,490,000,000.00 ",,,
531,2.0,Five,1908,May,"May,1908",110.0,21.0,,,,
532,3.0,Irene,1908,May,"May,1908",120.0,,,,,
533,2.0,One,1908,July,"July,1908",110.0,0.0,,,,
534,1.0,Three,1908,July,"July,1908",80.0,,,,,
535,1.0,Two,1908,May,"May,1908",75.0,,,,,
536,4.0,Unnamed,1910,,",1910",,,,2,October 18,Florida
537,4.0,Unnamed,1910,,",1910",,,,2,September 14,Texas
538,3.0,Elena,1911,August,"August,1911",125.0,9.0," $1,300,000,000.00 ",,,
539,2.0,Two,1911,August,"August,1911",100.0,1.0," $1,450,000.00 ",,,
540,1.0,Two,1911,August,"August,1911",80.0,," $12,600.00 ",,,
541,1.0,Four,1912,September,"September,1912",90.0,," $39,000.00 ",,,
542,2.0,Four,1912,September,"September,1912",110.0,0.0,,,,
543,3.0,Emily,1912,October,"October,1912",125.0,3.0,,,,
544,1.0,Five,1912,October,"October,1912",90.0,,,,,
545,3.0,Kate,1912,September,"September,1912",120.0,15.0,,,,
546,2.0,Two,1912,October,"October,1912",105.0,0.0,,,,
547,1.0,Four,1913,August,"August,1913",85.0,5.0," $4,000,000.00 ",,,
548,2.0,Four,1913,June,"June,1913",110.0,89.0,,,,
549,2.0,Four,1913,October,"October,1913",110.0,0.0,,,,
550,1.0,Five,1913,October,"October,1913",75.0,," $75,000.00 ",,,
551,2.0,Five,1913,August,"August,1913",105.0,0.0,,,,
552,3.0,Bob,1913,August,"August,1913",115.0,17.0,,,,
553,2.0,Eight,1913,October,"October,1913",105.0,0.0,,,,
554,3.0,Emily,1913,October,"October,1913",115.0,3.0,,,,
555,3.0,Gustav,1913,June,"June,1913",120.0,0.0,,,,
556,3.0,Marilyn,1913,October,"October,1913",115.0,12.0,,,,
557,1.0,One,1913,June,"June,1913",75.0,0.0,,,,
558,1.0,Six,1913,October,"October,1913",75.0,0.0,,,,
559,1.0,One,1915,July,"July,1915",75.0,," $250,000.00 ",,,
560,2.0,One,1915,July,"July,1915",105.0,2.0," $235,000.00 ",,,
561,4.0,Galveston,1915,August,"August,1915",,,,,,
562,4.0,New Orleans,1915,September,"September,1915",,,,,,
563,3.0,Roxanne,1915,July,"July,1915",115.0,29.0,,,,
564,3.0,Bertha,1916,August,"August,1916",115.0,12.0,,,,
565,1.0,Eight,1916,August,"August,1916",80.0,,,,,
566,2.0,Fifteen,1916,September,"September,1916",100.0,0.0,,,,
567,3.0,Fran,1916,September,"September,1916",120.0,27.0,,,,
568,2.0,Seven,1916,August,"August,1916",100.0,2.0,,,,
569,1.0,Ten,1916,September,"September,1916",85.0,0.0,,,,
570,2.0,Two,1918,August,"August,1918",110.0,35.0," $7,500,000.00 ",,,
571,3.0,Isidore,1918,August,"August,1918",115.0,0.0,,,,
572,1.0,Three,1918,August,"August,1918",75.0,0.0,,,,
573,4.0,Florida Keys,1919,September,"September,1919",,,,,,
574,2.0,One,1920,September,"September,1920",100.0,," $4,400,000.00 ",,,
575,3.0,Erika,1920,September,"September,1920",125.0,2.0,,,,
576,1.0,Five,1920,September,"September,1920",85.0,1.0,,,,
577,3.0,Lili,1920,September,"September,1920",115.0,22.0,,,,
578,2.0,Thirteen,1920,September,"September,1920",110.0,67.0,,,,
579,1.0,Three,1920,September,"September,1920",85.0,1.0,,,,
580,1.0,Two,1921,September,"September,1921",80.0,215.0," $19,000,000.00 ",,,
581,2.0,Seven,1921,September,"September,1921",105.0,19.0," $5,500,000.00 ",,,
582,2.0,Seven,1921,June,"June,1921",105.0,8.0," $10,000.00 ",,,
583,3.0,Alberto,1921,September,"September,1921",125.0,0.0,,,,
584,3.0,Bonnie,1921,June,"June,1921",115.0,5.0,,,,
585,3.0,Erin,1921,September,"September,1921",120.0,,,,,
586,1.0,Four,1921,September,"September,1921",90.0,0.0,,,,
587,1.0,One,1921,June,"June,1921",90.0,0.0,,,,
588,4.0,Tampa Bay,1921,October,"October,1921",,,,,,
589,2.0,Ten,1921,September,"September,1921",100.0,0.0,,,,
590,2.0,Five,1922,September,"September,1922",105.0,4.0," $200,000.00 ",,,
591,3.0,Felix,1922,September,"September,1922",115.0,,,,,
592,1.0,Three,1922,September,"September,1922",80.0,0.0,,,,
593,2.0,Fifteen,1923,October,"October,1923",105.0,0.0,,,,
594,1.0,Four,1923,September,"September,1923",80.0,0.0,,,,
595,3.0,Isidore,1923,September,"September,1923",125.0,22.0,,,,
596,3.0,Kate,1923,October,"October,1923",125.0,,,,,
597,1.0,Six,1923,October,"October,1923",80.0,0.0,,,,
598,2.0,Ten,1923,September,"September,1923",110.0,0.0,,,,
599,2.0,Four,1924,September,"September,1924",100.0,0.0," $1,500,000.00 ",,,
600,5.0,Cuba,1924,October,"October,1924",165.0,90.0,,,,
601,3.0,Alex,1924,September,"September,1924",120.0,1.0,,,,
602,2.0,Eight,1924,November,"November,1924",100.0,0.0,,,,
603,1.0,Eleven,1924,November,"November,1924",80.0,,,,,
604,1.0,Five,1924,September,"September,1924",85.0,,,,,
605,3.0,Jeanne,1924,November,"November,1924",120.0,3037.0,,,,
606,2.0,Two,1925,August,"August,1925",100.0,7.0," $10,750,000.00 ",,,
607,3.0,Maria,1925,August,"August,1925",115.0,3.0,,,,
608,1.0,One,1925,August,"August,1925",80.0,0.0,,,,
609,4.0,Miami,1926,September,"September,1926",,,,,,
610,4.0,Nassau,1926,July,"July,1926",,,,,,
611,4.0,Unnamed,1926,,",1926",,,,3,August 21,Alabama
612,4.0,Unnamed,1926,,",1926",,,,2,July 27,Florida
613,4.0,Unnamed,1926,,",1926",,,,4,September 18,Florida
614,4.0,Unnamed,1926,,",1926",,,,1,October 21,Florida
615,4.0,Unnamed,1926,,",1926",,,,3,August 26,Louisiana
616,4.0,Unnamed,1926,,",1926",,,,1,September 21,Mississippi
617,2.0,Three,1927,September,"September,1927",100.0,52.0," $13,000,000.00 ",,,
618,1.0,Three,1927,September,"September,1927",80.0,19.0," $4,360,000.00 ",,,
619,2.0,Four,1927,September,"September,1927",110.0,7.0," $4,000,000.00 ",,,
620,3.0,Beta,1927,September,"September,1927",115.0,9.0,,,,
621,3.0,Gordon,1927,September,"September,1927",120.0,,,,,
622,1.0,Two,1927,September,"September,1927",90.0,0.0,,,,
623,1.0,1928 Haiti hurricane,1928,August,"August,1928",90.0,210.0," $2,000,000.00 ",,,
624,2.0,Five,1928,August,"August,1928",100.0,3.0," $1,490,000.00 ",,,
625,5.0,San Felipe IIOkeechobee,1928,September,"September,1928",160.0,4000.0,,,,
626,3.0,Bertha,1928,September,"September,1928",125.0,3.0,,,,
627,3.0,Helene,1928,August,"August,1928",120.0,,,,,
628,2.0,Seven,1928,September,"September,1928",100.0,0.0,,,,
629,1.0,Six,1928,September,"September,1928",90.0,0.0,,,,
630,2.0,Eleven,1929,October,"October,1929",110.0,9.0," $9,000,000.00 ",,,
631,1.0,One,1929,June,"June,1929",90.0,," $365,000.00 ",,,
632,1.0,Five,1929,October,"October,1929",80.0,0.0,,,,
633,2.0,Four,1929,June,"June,1929",110.0,0.0,,,,
634,3.0,Fred,1929,June,"June,1929",120.0,,,,,
635,3.0,Karl,1929,October,"October,1929",125.0,22.0,,,,
636,4.0,Unnamed,1929,,",1929",,,,3,September 28,Florida
637,4.0,Unnamed,1929,,",1929",,,,1,June 28,Texas
638,4.0,San Zenón,1930,,",1930",,,,,,
639,2.0,One,1931,September,"September,1931",105.0,19.0," $17,000,000.00 ",,,
640,1.0,Eight,1931,September,"September,1931",75.0,0.0,,,,
641,3.0,Irene,1931,September,"September,1931",120.0,48.0,,,,
642,2.0,Six,1932,August,"August,1932",100.0,0.0," $419,000.00 ",,,
643,1.0,1932 Florida–Alabama hurricane,1932,August,"August,1932",85.0,," $226,000.00 ",,,
644,5.0,Bahamas,1932,September,"September,1932",160.0,16.0,,,,
645,5.0,Camagey,1932,November,"November,1932",175.0,3103.0,,,,
646,3.0,Rina,1932,August,"August,1932",115.0,,,,,
647,4.0,San Ciprián,1932,,",1932",,,,,,
648,4.0,Unnamed,1932,,",1932",,,,1,September 1,Alabama
649,4.0,Unnamed,1932,,",1932",,,,1,September 1,Florida
650,4.0,Unnamed,1932,,",1932",,,,4,August 14,Texas
651,3.0,Sandy,1933,September,"September,1933",115.0,159.0," $79,998,500,000.00 ",,,
